asn,hege
22190,2.51358338797973e-06
11233,4.02173342076756e-06
20448,7.5645102864799e-06
398774,2.84871026024648e-06
27822,8.21098839718103e-06
9022,7.79206041773302e-06
21336,4.02173342076756e-06
13010,2.68115561384504e-06
8896,1.4533679557803e-05
8697,0.00012439107970242
8816,7.69120864049929e-06
12540,3.8643020488265e-06
21473,3.02699966940928e-05
12496,6.9181667119524e-06
8978,3.01630006557567e-06
203507,3.6027806232529e-06
15366,1.06265531547301e-05
24592,4.85959455009414e-06
12379,3.01630006557567e-06
13249,5.37661430935329e-05
15919,8.54618351913107e-06
44993,2.68115561384504e-06
13002,3.96812865529034e-06
15667,2.68115561384504e-06
39572,2.14217535246158e-05
32707,2.59736950091238e-06
19323,7.1217756506162e-06
11240,5.45922303889555e-06
7146,2.68115561384504e-06
4261,6.29073529030484e-06
18858,2.68115561384504e-06
10381,7.20555543497464e-06
398191,3.01628145202569e-06
22709,2.43817588634033e-05
12902,3.35142383558409e-06
12942,2.68115561384504e-06
196925,4.40559230504315e-05
18826,1.34057780692252e-06
14155,2.40715850509353e-05
62955,1.32382058433599e-05
17639,0.000164082768522714
394314,2.34601116211441e-06
21877,1.74273005350121e-05
206,5.9403634996748e-05
26421,2.93251395264301e-06
4775,0.000261470578445411
54641,2.00845022647966e-05
25645,1.13419820490706e-05
45543,7.08080497926768e-05
263558,6.68235240528847e-06
395032,1.42436391985518e-06
47217,9.38400672156085e-06
35491,2.59955138841697e-06
51175,6.54351385375275e-06
48659,1.75949751368165e-06
17394,2.34599668490887e-06
197522,2.04808166643933e-06
46489,1.72598327532581e-05
197832,2.93247845541069e-06
6984,2.84033170065752e-05
11492,0.000433228926814766
22343,1.49976216642388e-05
31785,1.34057780692252e-06
20385,3.26765840437365e-06
25963,1.34057780692252e-06
53477,1.34057780692252e-06
18704,2.26222504918175e-06
11134,1.34057780692252e-06
18795,1.50815003278784e-06
17322,1.34057780692252e-06
30517,4.23427476296297e-05
33302,1.74454073751737e-05
27254,1.34057780692252e-06
46339,1.96894982006146e-05
36734,8.6674405015044e-06
30162,3.18385264380489e-06
11584,2.59734764264777e-06
393408,1.34057780692252e-06
36105,7.37317793807386e-06
33055,6.62642645017873e-06
33227,5.78124179235337e-06
11979,3.31333794950925e-05
20115,0.0047046638703777
19170,2.84753131234206e-06
14361,4.35301270369962e-05
12028,4.02173342076756e-06
40816,1.92716449896864e-06
30121,1.41013184869161e-06
36421,6.61910292167995e-06
7352,3.01628145202568e-06
40156,3.1000728425585e-06
11402,4.83214474500595e-06
22753,1.59193614572049e-06
13765,8.70705596101886e-06
54240,2.57633793587894e-05
33430,1.34057780692252e-06
14909,2.68115561384504e-06
7979,0.000100625458987748
32524,1.00543335519189e-05
19578,1.92708059745112e-06
32408,3.01630006557567e-06
25712,5.78124179235337e-06
32278,3.51901674317162e-06
15085,2.19505363750538e-05
22353,5.86499171227217e-06
21889,6.116386244084e-06
16618,3.35142383558409e-06
22581,2.09462746815049e-06
19021,6.4199474408914e-06
31864,1.34057780692252e-06
30176,3.79485470922201e-06
21663,1.34057780692252e-06
16934,1.67571191779205e-06
62887,1.60264229965186e-05
54304,2.59735832754902e-06
26241,3.01628145202568e-06
19600,1.42436391985518e-06
39948,5.69745567942071e-06
23092,1.34057780692252e-06
23131,4.27309175956554e-06
33657,7.73354810862489e-05
30247,4.58329790693593e-06
16987,1.34057780692252e-06
22413,8.59343230137764e-06
17184,0.000153705352936748
32034,5.97179183214889e-06
30059,3.5189950273633e-06
11191,9.04884435607706e-06
394147,2.68115561384504e-06
16743,1.84329448451847e-06
395425,1.34057780692252e-06
395733,1.34057780692252e-06
17185,4.07016094212612e-06
36394,6.78667514754526e-06
27482,3.77035181503211e-06
39737,4.23248189085469e-05
20969,3.68658896903693e-06
8280,4.48728205759848e-06
20521,7.37317793807386e-06
39767,2.51358338797973e-06
47195,1.75950837158581e-06
20764,0.000302589209082981
29608,5.88467966010683e-06
20791,1.67572225865315e-06
34697,1.3405720400253e-06
28757,3.3514445173063e-06
47608,2.11154072488601e-06
8530,7.79210850273715e-06
8469,3.82064674972919e-05
24916,2.44766327462794e-05
50857,2.68115561384504e-06
6878,8.62991637662905e-06
25061,5.53363444639579e-06
21454,1.61541234071618e-06
21470,2.01086671038378e-06
35833,1.34057780692252e-06
24642,2.59845540517158e-06
35283,3.68658896903693e-06
29668,4.96506420584053e-06
50522,5.86511759305832e-06
41135,1.42436391985518e-06
16205,5.86393439408189e-06
43766,8.18900984815509e-05
41998,4.7936688290206e-05
8751,9.98153898538332e-06
12479,0.00236857439371331
12615,3.48975622930679e-05
39120,1.91706503003722e-05
41421,8.49472387982375e-06
64401,2.68115561384504e-06
25046,2.68115561384504e-06
42695,1.24221129994285e-05
198726,7.89703750782135e-06
34225,1.9143426402168e-06
3342,1.0099387989249e-05
35574,1.4067120457222e-05
43541,1.02218789598883e-05
48484,1.84328310957125e-06
202053,1.72598327532581e-05
8455,0.000103441002337771
62041,2.84872783971036e-06
44814,3.78023056727723e-06
21350,3.68735348276105e-06
13904,1.50816803355703e-05
40230,2.42979727504707e-06
33490,0.000127763896167873
13534,2.68113305047512e-06
25967,3.5908483937017e-06
396253,1.13110554450963e-05
53610,1.40736239224761e-05
46867,2.17841256687651e-06
50239,1.34057780692252e-06
50606,1.97407020044324e-05
3389,6.70288903461261e-06
36067,3.43523063023896e-06
32528,4.02158488506069e-06
63182,6.53531680874729e-06
394901,3.51898060167763e-06
543,3.26763823969449e-06
29705,1.42436391985518e-06
106,3.93792300681131e-06
63160,1.34056652523756e-06
19773,0.000109423338936182
49285,2.01086671038378e-06
7160,5.41246090507893e-05
7165,1.34056953423364e-06
2003,7.87584601362262e-06
32023,1.34057780692252e-06
40567,1.34057780692252e-06
18709,2.22869685066342e-05
19254,7.28939182514121e-06
14327,4.02168473884895e-06
27555,2.34601116211441e-06
36701,1.34057780692252e-06
202282,2.34601116211441e-06
263009,5.1931245434619e-05
197991,3.18387229144099e-06
203160,2.01085430135046e-06
16880,5.4254310080538e-06
26704,6.87041886294739e-06
26551,2.14492449107603e-05
328366,4.69300569359865e-06
2571,4.86791423598174e-05
395658,3.6027806232529e-06
16746,3.01628709005692e-06
46269,1.54163846663632e-05
202167,1.50812576870597e-06
13499,5.77832791884628e-06
19919,2.01086671038378e-06
46887,0.00117095517161592
396269,2.1448985273861e-05
25844,7.45694986810772e-06
32013,2.76492466435688e-06
38022,0.000148855408421797
39290,5.51919531989612e-06
395643,1.34057780692252e-06
33166,2.09463989724006e-06
18522,2.68112315923263e-06
8131,2.68115561384504e-06
14754,0.000417544555150729
